brgy,municity,prov,score
BALA,MOALBOAL,CEBU,1.00
BALA,MOALBOAL,CEBU,1.00
BUSAY,MOALBOAL,CEBU,1.00
BUSAY,MOALBOAL,CEBU,1.00
BUSAY,MOALBOAL,CEBU,1.00
BUSAY,MOALBOAL,CEBU,1.00
BUSAY,MOALBOAL,CEBU,1.00
BUSAY,MOALBOAL,CEBU,1.00
WEST POBLACION,NAGA,CEBU,1.00
,NAGA,CEBU,1.00
WEST POBLACION,NAGA,CEBU,1.00
GAWI,OSLOB,CEBU,1.00
NUEVA CACERES,OSLOB,CEBU,1.00
NUEVA CACERES,OSLOB,CEBU,1.00
LOOC,OSLOB,CEBU,1.00
LAGUNDE,OSLOB,CEBU,1.00
LAGUNDE,OSLOB,CEBU,1.00
POBLACION,OSLOB,CEBU,1.00
CALUMPANG,OSLOB,CEBU,1.00
CALUMPANG,OSLOB,CEBU,1.00
HAGDAN,OSLOB,CEBU,1.00
ALO,OSLOB,CEBU,1.00
ALO,OSLOB,CEBU,1.00
ALO,OSLOB,CEBU,1.00
LUKA,OSLOB,CEBU,1.00
TAN-AWAN,OSLOB,CEBU,0.94
MAINIT,OSLOB,CEBU,1.00
POBLACION,OSLOB,CEBU,1.00
,OSLOB,CEBU,1.00
,OSLOB,CEBU,1.00
,OSLOB,CEBU,1.00
,PILAR,CEBU,1.00
LOWER POBLACION,PILAR,CEBU,1.00
ESPERANZA,PILAR,CEBU,1.00
DAPDAP,PILAR,CEBU,1.00
IMELDA,PILAR,CEBU,1.00
CAWIT,PILAR,CEBU,1.00
LANAO,PILAR,CEBU,1.00
MOABOG,PILAR,CEBU,1.00
SAN ISIDRO,PILAR,CEBU,1.00
BIASONG,PILAR,CEBU,1.00
,PINAMUNGAHAN,CEBU,1.00
POBLACION,PINAMUNGAHAN,CEBU,1.00
TAJAO,PINAMUNGAHAN,CEBU,1.00
POBLACION,PINAMUNGAHAN,CEBU,1.00
PANDACAN,PINAMUNGAHAN,CEBU,1.00
LAMAC,PINAMUNGAHAN,CEBU,1.00
LAMAC,PINAMUNGAHAN,CEBU,1.00
ANOPOG,PINAMUNGAHAN,CEBU,1.00
RIZAL,PINAMUNGAHAN,CEBU,1.00
PANDACAN,PINAMUNGAHAN,CEBU,1.00
CAMUGAO,PINAMUNGAHAN,CEBU,1.00
ANISLAG,PINAMUNGAHAN,CEBU,1.00
BINABAG,PINAMUNGAHAN,CEBU,1.00
,,,
SAMBAGON,PINAMUNGAHAN,CEBU,1.00
DUANGAN,PINAMUNGAHAN,CEBU,1.00
GUIMBAWIAN,PINAMUNGAHAN,CEBU,1.00
LUT-OD,PINAMUNGAHAN,CEBU,0.93
MANGOTO,PINAMUNGAHAN,CEBU,1.00
OPAO,PINAMUNGAHAN,CEBU,1.00
SACSAC,PINAMUNGAHAN,CEBU,1.00
SAMBAGON,PINAMUNGAHAN,CEBU,1.00
TANGUB,PINAMUNGAHAN,CEBU,1.00
TUPAS,PINAMUNGAHAN,CEBU,1.00
TUTAY,PINAMUNGAHAN,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
,PORO,CEBU,1.00
WESTERN POBLACION,PORO,CEBU,0.96
ESPERANZA,PORO,CEBU,1.00
ADELA,PORO,CEBU,1.00
RIZAL,PORO,CEBU,1.00
ESPERANZA,PORO,CEBU,1.00
SAN JOSE,PORO,CEBU,1.00
PALANAS,RONDA,CEBU,1.00
SANTA CRUZ,RONDA,CEBU,0.89
SANTA CRUZ,RONDA,CEBU,0.89
SANTA CRUZ,RONDA,CEBU,0.89
CANSAYAHON,RONDA,CEBU,1.00
LIBO-O,RONDA,CEBU,1.00
LIBO-O,RONDA,CEBU,1.00
CANSAYAHON,RONDA,CEBU,1.00
TUPAS,RONDA,CEBU,1.00
BUTONG,RONDA,CEBU,1.00
BUTONG,RONDA,CEBU,1.00
BUTONG,RONDA,CEBU,1.00
CAN-ABUHON,RONDA,CEBU,0.95
CANSALONOY,RONDA,CEBU,1.00
CANSALONOY,RONDA,CEBU,1.00
MALALAY,RONDA,CEBU,1.00
MALALAY,RONDA,CEBU,1.00
LANGIN,RONDA,CEBU,1.00
LANGIN,RONDA,CEBU,1.00
LANGIN,RONDA,CEBU,1.00
PALANAS,RONDA,CEBU,1.00
SANTA CRUZ,RONDA,CEBU,0.89
CANSAYAHON,RONDA,CEBU,1.00
LIBO-O,RONDA,CEBU,0.95
TUPAS,RONDA,CEBU,1.00
BUTONG,RONDA,CEBU,1.00
CAN-ABUHON,RONDA,CEBU,0.89
CAN-ABUHON,RONDA,CEBU,0.89
CANSALONOY,RONDA,CEBU,1.00
MALALAY,RONDA,CEBU,1.00
MALALAY,RONDA,CEBU,1.00
LANGIN,RONDA,CEBU,1.00
VIVE,RONDA,CEBU,1.00
PALANAS,RONDA,CEBU,1.00
SANTA CRUZ,RONDA,CEBU,0.89
CANSAYAHON,RONDA,CEBU,1.00
LIBO-O,RONDA,CEBU,0.95
TUPAS,RONDA,CEBU,1.00
BUTONG,RONDA,CEBU,1.00
CAN-ABUHON,RONDA,CEBU,0.89
CAN-ABUHON,RONDA,CEBU,0.89
CANSALONOY,RONDA,CEBU,1.00
MALALAY,RONDA,CEBU,1.00
MALALAY,RONDA,CEBU,1.00
LANGIN,RONDA,CEBU,1.00
VIVE,RONDA,CEBU,1.00
POBLACION,SAMBOAN,CEBU,1.00
POBLACION,SAMBOAN,CEBU,1.00
POBLACION,SAMBOAN,CEBU,1.00
POBLACION,SAMBOAN,CEBU,1.00
COLASE,SAMBOAN,CEBU,1.00
BULANGSURAN,SAMBOAN,CEBU,1.00
DALAHIKAN,SAMBOAN,CEBU,1.00
TANGBO,SAMBOAN,CEBU,1.00
CALATAGAN,SAMBOAN,CEBU,1.00
BASAK,SAMBOAN,CEBU,1.00
CAMBUROY,SAMBOAN,CEBU,1.00
CAMBIGONG,SAMBOAN,CEBU,1.00
SUBA,SAMBOAN,CEBU,1.00
SAN SEBASTIAN,SAMBOAN,CEBU,1.00
CANORONG,SAMBOAN,CEBU,1.00
BONBON,SAMBOAN,CEBU,1.00
MONTEVERDE,SAMBOAN,CEBU,1.00
SAN SEBASTIAN,SAMBOAN,CEBU,1.00
COLASE,SAMBOAN,CEBU,1.00
CAMBUROY,SAMBOAN,CEBU,1.00
DALAHIKAN,SAMBOAN,CEBU,0.93
,,,
POBLACION,SAMBOAN,CEBU,1.00
SUBA,SAMBOAN,CEBU,1.00
BASAK,SAMBOAN,CEBU,1.00
CALATAGAN,SAMBOAN,CEBU,1.00
MONTEVERDE,SAMBOAN,CEBU,0.93
CAMBUROY,SAMBOAN,CEBU,1.00
CAMBIGONG,SAMBOAN,CEBU,1.00
CANORONG,SAMBOAN,CEBU,1.00
BULANGSURAN,SAMBOAN,CEBU,1.00
,,,
,SAN FERNANDO,CEBU,1.00
,SAN FERNANDO,CEBU,1.00
,SAN FERNANDO,CEBU,1.00
,SAN FERNANDO,CEBU,1.00
SOUTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
SOUTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
NORTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
NORTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
NORTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
WESTERN POBLACION,SAN FRANCISCO,CEBU,1.00
SANTA CRUZ,SAN FRANCISCO,CEBU,0.89
SANTA CRUZ,SAN FRANCISCO,CEBU,0.89
CABUNGA-AN,SAN FRANCISCO,CEBU,1.00
CABUNGA-AN,SAN FRANCISCO,CEBU,1.00
SONOG,SAN FRANCISCO,CEBU,1.00
ESPERANZA,SAN FRANCISCO,CEBU,1.00
ESPERANZA,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
HIMENSULAN,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
UNIDOS,SAN FRANCISCO,CEBU,1.00
SAN ISIDRO,SAN FRANCISCO,CEBU,1.00
SAN ISIDRO,SAN FRANCISCO,CEBU,1.00
MONTEALEGRE,SAN FRANCISCO,CEBU,1.00
SOUTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
SOUTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
SOUTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
SOUTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
MONTEALEGRE,SAN FRANCISCO,CEBU,1.00
MONTEALEGRE,SAN FRANCISCO,CEBU,1.00
MONTEALEGRE,SAN FRANCISCO,CEBU,1.00
MONTEALEGRE,SAN FRANCISCO,CEBU,1.00
MONTEALEGRE,SAN FRANCISCO,CEBU,1.00
WESTERN POBLACION,SAN FRANCISCO,CEBU,1.00
WESTERN POBLACION,SAN FRANCISCO,CEBU,1.00
WESTERN POBLACION,SAN FRANCISCO,CEBU,1.00
WESTERN POBLACION,SAN FRANCISCO,CEBU,1.00
WESTERN POBLACION,SAN FRANCISCO,CEBU,1.00
NORTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
NORTHERN POBLACION,SAN FRANCISCO,CEBU,1.00
SANTA CRUZ,SAN FRANCISCO,CEBU,1.00
SANTA CRUZ,SAN FRANCISCO,CEBU,1.00
SANTA CRUZ,SAN FRANCISCO,CEBU,1.00
SANTA CRUZ,SAN FRANCISCO,CEBU,1.00
SANTA CRUZ,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
CAMPO,SAN FRANCISCO,CEBU,1.00
CAMPO,SAN FRANCISCO,CEBU,1.00
CAMPO,SAN FRANCISCO,CEBU,1.00
CAMPO,SAN FRANCISCO,CEBU,1.00
UNIDOS,SAN FRANCISCO,CEBU,1.00
CABUNGA-AN,SAN FRANCISCO,CEBU,0.93
CABUNGA-AN,SAN FRANCISCO,CEBU,0.93
CABUNGA-AN,SAN FRANCISCO,CEBU,0.93
CABUNGA-AN,SAN FRANCISCO,CEBU,0.93
CABUNGA-AN,SAN FRANCISCO,CEBU,0.93
HIMENSULAN,SAN FRANCISCO,CEBU,1.00
HIMENSULAN,SAN FRANCISCO,CEBU,1.00
HIMENSULAN,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
UNION,SAN FRANCISCO,CEBU,1.00
SONOG,SAN FRANCISCO,CEBU,1.00
SONOG,SAN FRANCISCO,CEBU,1.00
SONOG,SAN FRANCISCO,CEBU,1.00
SONOG,SAN FRANCISCO,CEBU,1.00
SONOG,SAN FRANCISCO,CEBU,1.00
SONOG,SAN FRANCISCO,CEBU,1.00
CONSUELO,SAN FRANCISCO,CEBU,1.00
ESPERANZA,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SANTIAGO,SAN FRANCISCO,CEBU,1.00
SAN ISIDRO,SAN FRANCISCO,CEBU,1.00
SAN ISIDRO,SAN FRANCISCO,CEBU,1.00
SAN ISIDRO,SAN FRANCISCO,CEBU,1.00
SAN ISIDRO,SAN FRANCISCO,CEBU,1.00
SAN ISIDRO,SAN FRANCISCO,CEBU,1.00
,SAN FRANCISCO,CEBU,1.00
POBLACION,SAN REMIGIO,CEBU,1.00
POBLACION,SAN REMIGIO,CEBU,1.00
MANO,SAN REMIGIO,CEBU,0.88
ARGAWANON,SAN REMIGIO,CEBU,1.00
PUNTA,SAN REMIGIO,CEBU,1.00
LOOC,SAN REMIGIO,CEBU,1.00
LAWIS,SAN REMIGIO,CEBU,1.00
KAYAM,SAN REMIGIO,CEBU,1.00
DAPDAP,SAN REMIGIO,CEBU,1.00
BANCASAN,SAN REMIGIO,CEBU,1.00
ANAPOG,SAN REMIGIO,CEBU,1.00
TAMBONGON,SAN REMIGIO,CEBU,1.00
BATAD,SAN REMIGIO,CEBU,1.00
LAMBUSAN,SAN REMIGIO,CEBU,1.00
TACUP,SAN REMIGIO,CEBU,1.00
BUSOGON,SAN REMIGIO,CEBU,1.00
KINAWAHAN,SAN REMIGIO,CEBU,1.00
VICTORIA,SAN REMIGIO,CEBU,1.00
LUYANG,SAN REMIGIO,CEBU,1.00
BAGTIC,SAN REMIGIO,CEBU,0.94
SAN MIGUEL,SAN REMIGIO,CEBU,1.00
CALAMBUA,SAN REMIGIO,CEBU,1.00
GAWAYGAWAY,SAN REMIGIO,CEBU,1.00
LIBAONG,SAN REMIGIO,CEBU,1.00
CANAGAHAN,SAN REMIGIO,CEBU,1.00
SAB-A,SAN REMIGIO,CEBU,0.94
ARGAWANON,SAN REMIGIO,CEBU,1.00
POBLACION,SAN REMIGIO,CEBU,1.00
POBLACION,SAN REMIGIO,CEBU,1.00
PUNTA,SAN REMIGIO,CEBU,1.00
LOOC,SAN REMIGIO,CEBU,1.00
ARGAWANON,SAN REMIGIO,CEBU,1.00
POBLACION,SANTA FE,CEBU,1.00
POBLACION,SANTA FE,CEBU,1.00
POBLACION,SANTA FE,CEBU,1.00
POBLACION,SANTA FE,CEBU,1.00
POBLACION,SANTA FE,CEBU,1.00
MARICABAN,SANTA FE,CEBU,1.00
BALIDBID,SANTA FE,CEBU,1.00
POOC,SANTA FE,CEBU,1.00
POOC,SANTA FE,CEBU,1.00
HILANTAGAAN,SANTA FE,CEBU,1.00
HAGDAN,SANTA FE,CEBU,1.00
KINATARKAN,SANTA FE,CEBU,0.93
POOC,SANTA FE,CEBU,1.00
POBLACION,SANTA FE,CEBU,1.00
HAGDAN,SANTA FE,CEBU,1.00
HAGDAN,SANTA FE,CEBU,1.00
HILANTAGAAN,SANTA FE,CEBU,1.00
HILANTAGAAN,SANTA FE,CEBU,1.00
HILANTAGAAN,SANTA FE,CEBU,1.00
KINATARKAN,SANTA FE,CEBU,0.93
LANGUB,SANTA FE,CEBU,1.00
OKOY,SANTA FE,CEBU,0.88
OKOY,SANTA FE,CEBU,0.88
BUNLAN,SANTANDER,CEBU,1.00
CABUTONGAN,SANTANDER,CEBU,1.00
CANLUMACAD,SANTANDER,CEBU,1.00
CANDAMIANG,SANTANDER,CEBU,0.93
LILOAN,SANTANDER,CEBU,0.94
LIP-TONG,SANTANDER,CEBU,1.00
LOOC,SANTANDER,CEBU,1.00
PASIL,SANTANDER,CEBU,1.00
POBLACION,SANTANDER,CEBU,1.00
TALISAY,SANTANDER,CEBU,1.00
BUNLAN,SANTANDER,CEBU,1.00
CABUTONGAN,SANTANDER,CEBU,1.00
CANLUMACAD,SANTANDER,CEBU,1.00
CANDAMIANG,SANTANDER,CEBU,0.93
LILOAN,SANTANDER,CEBU,1.00
LIP-TONG,SANTANDER,CEBU,1.00
LOOC,SANTANDER,CEBU,1.00
PASIL,SANTANDER,CEBU,1.00
POBLACION,SANTANDER,CEBU,1.00
TALISAY,SANTANDER,CEBU,1.00
POBLACION,SIBONGA,CEBU,1.00
POBLACION,SIBONGA,CEBU,1.00
POBLACION,SIBONGA,CEBU,1.00
POBLACION,SIBONGA,CEBU,1.00
POBLACION,SIBONGA,CEBU,1.00
POBLACION,SIBONGA,CEBU,1.00
POBLACION,SOGOD,CEBU,1.00
IBABAO,SOGOD,CEBU,1.00
AMPONGOL,SOGOD,CEBU,1.00
AMPONGOL,SOGOD,CEBU,1.00
AMPONGOL,SOGOD,CEBU,1.00
AMPONGOL,SOGOD,CEBU,1.00
AMPONGOL,SOGOD,CEBU,1.00
BAGAKAY,SOGOD,CEBU,1.00
BAGAKAY,SOGOD,CEBU,1.00
BAGAKAY,SOGOD,CEBU,1.00
BAGAKAY,SOGOD,CEBU,1.00
BAGATAYAM,SOGOD,CEBU,1.00
BAGATAYAM,SOGOD,CEBU,1.00
BAGATAYAM,SOGOD,CEBU,1.00
BAGATAYAM,SOGOD,CEBU,1.00
BAGATAYAM,SOGOD,CEBU,1.00
BAWO,SOGOD,CEBU,1.00
BAWO,SOGOD,CEBU,1.00
BAWO,SOGOD,CEBU,1.00
BAWO,SOGOD,CEBU,1.00
CABALAWAN,SOGOD,CEBU,1.00
CABALAWAN,SOGOD,CEBU,1.00
CABALAWAN,SOGOD,CEBU,1.00
CABALAWAN,SOGOD,CEBU,1.00
CABANGAHAN,SOGOD,CEBU,1.00
CABANGAHAN,SOGOD,CEBU,1.00
CABANGAHAN,SOGOD,CEBU,1.00
CALUMBOYAN,SOGOD,CEBU,1.00
CALUMBOYAN,SOGOD,CEBU,1.00
CALUMBOYAN,SOGOD,CEBU,1.00
DAKIT,SOGOD,CEBU,1.00
DAKIT,SOGOD,CEBU,1.00
DAKIT,SOGOD,CEBU,1.00
DAKIT,SOGOD,CEBU,1.00
DAMOLOG,SOGOD,CEBU,1.00
DAMOLOG,SOGOD,CEBU,1.00
DAMOLOG,SOGOD,CEBU,1.00
DAMOLOG,SOGOD,CEBU,1.00
IBABAO,SOGOD,CEBU,1.00
LIKI,SOGOD,CEBU,1.00
LIKI,SOGOD,CEBU,1.00
LIKI,SOGOD,CEBU,1.00
LIKI,SOGOD,CEBU,1.00
LUBO,SOGOD,CEBU,1.00
LUBO,SOGOD,CEBU,1.00
LUBO,SOGOD,CEBU,1.00
LUBO,SOGOD,CEBU,1.00
MOHON,SOGOD,CEBU,1.00
MOHON,SOGOD,CEBU,1.00
MOHON,SOGOD,CEBU,1.00
NAHUS-AN,SOGOD,CEBU,0.94
PANSOY,SOGOD,CEBU,1.00
PANSOY,SOGOD,CEBU,1.00
POBLACION,SOGOD,CEBU,1.00
POBLACION,SOGOD,CEBU,1.00
POBLACION,SOGOD,CEBU,1.00
IBABAO,SOGOD,CEBU,1.00
TABUNOK,SOGOD,CEBU,1.00
TABUNOK,SOGOD,CEBU,1.00
TABUNOK,SOGOD,CEBU,1.00
TABUNOK,SOGOD,CEBU,1.00
TABUNOK,SOGOD,CEBU,1.00
TAKAY,SOGOD,CEBU,1.00
TAKAY,SOGOD,CEBU,1.00
TAKAY,SOGOD,CEBU,1.00
POBLACION,TABOGON,CEBU,1.00
POBLACION,TABOGON,CEBU,1.00
ALANG-ALANG,TABOGON,CEBU,0.95
ALANG-ALANG,TABOGON,CEBU,0.95
CADUAWAN,TABOGON,CEBU,1.00
CADUAWAN,TABOGON,CEBU,1.00
CAMOBOAN,TABOGON,CEBU,1.00
CANAOCANAO,TABOGON,CEBU,0.95
CANAOCANAO,TABOGON,CEBU,0.95
CANAOCANAO,TABOGON,CEBU,0.95
COMBADO,TABOGON,CEBU,1.00
DAANTABOGON,TABOGON,CEBU,1.00
DAANTABOGON,TABOGON,CEBU,1.00
DAANTABOGON,TABOGON,CEBU,1.00
ILIHAN,TABOGON,CEBU,1.00
ILIHAN,TABOGON,CEBU,1.00
KAL-ANAN,TABOGON,CEBU,0.94
KAL-ANAN,TABOGON,CEBU,0.94
LABANGON,TABOGON,CEBU,1.00
LIBJO,TABOGON,CEBU,1.00
LOONG,TABOGON,CEBU,1.00
MABULI,TABOGON,CEBU,1.00
MABULI,TABOGON,CEBU,1.00
MANAGASE,TABOGON,CEBU,1.00
MANLAGTANG,TABOGON,CEBU,1.00
MANLAGTANG,TABOGON,CEBU,1.00
MANLAGTANG,TABOGON,CEBU,1.00
MASLOG,TABOGON,CEBU,1.00
MUABOG,TABOGON,CEBU,1.00
PIO,TABOGON,CEBU,0.90
SALAG,TABOGON,CEBU,1.00
SALAG,TABOGON,CEBU,1.00
SAMBAG,TABOGON,CEBU,1.00
SAN ISIDRO,TABOGON,CEBU,1.00
SAN VICENTE,TABOGON,CEBU,1.00
SOMOSA,TABOGON,CEBU,1.00
SOMOSA,TABOGON,CEBU,1.00
TABA-AO,TABOGON,CEBU,0.94
TAPUL,TABOGON,CEBU,1.00
TAPUL,TABOGON,CEBU,1.00
POBLACION,TABOGON,CEBU,1.00
ALANG-ALANG,TABOGON,CEBU,0.95
CADUAWAN,TABOGON,CEBU,1.00
CAMOBOAN,TABOGON,CEBU,1.00
CANAOCANAO,TABOGON,CEBU,0.95
COMBADO,TABOGON,CEBU,1.00
DAANTABOGON,TABOGON,CEBU,1.00
ILIHAN,TABOGON,CEBU,1.00
KAL-ANAN,TABOGON,CEBU,0.94
LABANGON,TABOGON,CEBU,1.00
LIBJO,TABOGON,CEBU,1.00
LOONG,TABOGON,CEBU,1.00
MABULI,TABOGON,CEBU,1.00
MANAGASE,TABOGON,CEBU,1.00
MANLAGTANG,TABOGON,CEBU,1.00
MASLOG,TABOGON,CEBU,1.00
MUABOG,TABOGON,CEBU,1.00
PIO,TABOGON,CEBU,0.90
POBLACION,TABOGON,CEBU,1.00
SALAG,TABOGON,CEBU,1.00
SAMBAG,TABOGON,CEBU,1.00
SAN ISIDRO,TABOGON,CEBU,1.00
SAN VICENTE,TABOGON,CEBU,1.00
SOMOSA,TABOGON,CEBU,1.00
TABA-AO,TABOGON,CEBU,0.94
TAPUL,TABOGON,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
,TABUELAN,CEBU,1.00
BONGON,TABUELAN,CEBU,1.00
BONGON,TABUELAN,CEBU,1.00
,,,
,,,
,,,
,,,
,,,
KANLIM-AO,TABUELAN,CEBU,0.90
KANLIM-AO,TABUELAN,CEBU,0.90
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
LAWAAN 2,TALISAY,CEBU,1.00
LAWAAN 3,TALISAY,CEBU,1.00
LAWAAN 3,TALISAY,CEBU,1.00
,,,
LAWAAN 3,TALISAY,CEBU,1.00
LAWAAN 3,TALISAY,CEBU,1.00
MAGHAWAY,TALISAY,CEBU,1.00
MAGHAWAY,TALISAY,CEBU,1.00
MAGHAWAY,TALISAY,CEBU,1.00
MAGHAWAY,TALISAY,CEBU,1.00
MAGHAWAY,TALISAY,CEBU,1.00
MAGHAWAY,TALISAY,CEBU,1.00
CAMP IV,TALISAY,CEBU,0.94
CAMP IV,TALISAY,CEBU,0.94
CAMP IV,TALISAY,CEBU,0.94
MANIPIS,TALISAY,CEBU,1.00
MANIPIS,TALISAY,CEBU,1.00
MOHON,TALISAY,CEBU,1.00
MOHON,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POOC,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
TABUNOC,TALISAY,CEBU,0.94
TABUNOC,TALISAY,CEBU,0.94
TABUNOC,TALISAY,CEBU,0.94
TABUNOC,TALISAY,CEBU,0.94
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
JACLUPAN,TALISAY,CEBU,1.00
TABUNOC,TALISAY,CEBU,0.94
SAN ISIDRO,TALISAY,CEBU,1.00
MOHON,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
CANSOJONG,TALISAY,CEBU,1.00
LAWAAN 1,TALISAY,CEBU,1.00
,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
,TALISAY,CEBU,1.00
POOC,TALISAY,CEBU,1.00
,TALISAY,CEBU,1.00
,,,
,,,
LAWAAN 2,TALISAY,CEBU,1.00
LAWAAN 1,TALISAY,CEBU,0.89
,,,
,,,
,,,
,,,
CANSOJONG,TALISAY,CEBU,1.00
CANSOJONG,TALISAY,CEBU,1.00
SAN ISIDRO,TALISAY,CEBU,1.00
POOC,TALISAY,CEBU,1.00
MOHON,TALISAY,CEBU,1.00
CAMP IV,TALISAY,CEBU,1.00
JACLUPAN,TALISAY,CEBU,1.00
JACLUPAN,TALISAY,CEBU,1.00
TABUNOC,TALISAY,CEBU,0.94
,,,
,,,
SAN ROQUE,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
,,,
,,,
MAGHAWAY,TALISAY,CEBU,1.00
MAGHAWAY,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
BULACAO,TALISAY,CEBU,1.00
BULACAO,TALISAY,CEBU,1.00
LAGTANG,TALISAY,CEBU,1.00
LAGTANG,TALISAY,CEBU,1.00
CADULAWAN,TALISAY,CEBU,0.87
CADULAWAN,TALISAY,CEBU,0.94
TABUNOC,TALISAY,CEBU,0.94
TABUNOC,TALISAY,CEBU,0.94
SAN ROQUE,TALISAY,CEBU,1.00
SAN ROQUE,TALISAY,CEBU,1.00
SAN ISIDRO,TALISAY,CEBU,1.00
POBLACION,TALISAY,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
POBLACION,TOLEDO,CEBU,1.00
LURAY II,TOLEDO,CEBU,1.00
BATO,TOLEDO,CEBU,1.00
SANTO NINO,TOLEDO,CEBU,1.00
